yields|title|instructions|modifications|link|unit|amount|item
4.0|Cevapcici|"Aus den Zutaten (ausgenommen die Zwiegel) eine Teig bereiten und das Ganze mit Wasser befeuchteten Händen gut durchmischen.

Anschließend aus der Fleischmasse Röllchen (ca. 6-7 cm lang und 2 cm dick) formen, die Röllchen mit Öl leicht bepinseln und für ca. 30 Min. in den Kühlschrank geben.

Währenddessen den Grill einheizen und die Cevapcici auf den heißen Grill auf allen Seiten knusprig braten. Natürlich kann man sie auch in einer Pfanne mit heißen Olivenöl auf allen Seiten gut anbraten.

15 Minuten bei 200 Grad im Backrohr.

Die Zwiebeln in Ringe schneiden und als Beilage reichen."|Im Backrohr besser mit der Grillschlange grillen (die Cevapcici müssten dann nach der halben Zeit umgedreht werden)|https://www.gutekueche.at/cevapcici-rezept-4787|St.|1.0|Eier
4.0|Cevapcici|"Aus den Zutaten (ausgenommen die Zwiegel) eine Teig bereiten und das Ganze mit Wasser befeuchteten Händen gut durchmischen.

Anschließend aus der Fleischmasse Röllchen (ca. 6-7 cm lang und 2 cm dick) formen, die Röllchen mit Öl leicht bepinseln und für ca. 30 Min. in den Kühlschrank geben.

Währenddessen den Grill einheizen und die Cevapcici auf den heißen Grill auf allen Seiten knusprig braten. Natürlich kann man sie auch in einer Pfanne mit heißen Olivenöl auf allen Seiten gut anbraten.

15 Minuten bei 200 Grad im Backrohr.

Die Zwiebeln in Ringe schneiden und als Beilage reichen."|Im Backrohr besser mit der Grillschlange grillen (die Cevapcici müssten dann nach der halben Zeit umgedreht werden)|https://www.gutekueche.at/cevapcici-rezept-4787|g|80.0|Semmelbrösel
4.0|Cevapcici|"Aus den Zutaten (ausgenommen die Zwiegel) eine Teig bereiten und das Ganze mit Wasser befeuchteten Händen gut durchmischen.

Anschließend aus der Fleischmasse Röllchen (ca. 6-7 cm lang und 2 cm dick) formen, die Röllchen mit Öl leicht bepinseln und für ca. 30 Min. in den Kühlschrank geben.

Währenddessen den Grill einheizen und die Cevapcici auf den heißen Grill auf allen Seiten knusprig braten. Natürlich kann man sie auch in einer Pfanne mit heißen Olivenöl auf allen Seiten gut anbraten.

15 Minuten bei 200 Grad im Backrohr.

Die Zwiebeln in Ringe schneiden und als Beilage reichen."|Im Backrohr besser mit der Grillschlange grillen (die Cevapcici müssten dann nach der halben Zeit umgedreht werden)|https://www.gutekueche.at/cevapcici-rezept-4787|EL|2.0|Paprikapulver süß
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||l|2.0|Wasser
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||l|0.25|Milch
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||EL|4.0|Butter
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||EL|4.0|Mehl
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||St.|1.0|Karfiol
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||Prise|1.0|Salz
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||Prise|1.0|Pfeffer
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||St.|0.5|Suppenwürfel
8.0|Karfiolsuppe|"Den Karfiol zerteilen und 30 Minuten lang mit dem Suppenwürfel und dem Lorbeer weichkochen.

Währenddessen Bechamelsauce machen und 5 Minuten kochen lassen.

Den Karfiol mit dem Stabmixer pürieren und die Bechamelsauche hinzufügen. Abschmecken."|||St.|2.0|Lorbeer
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||g|500.0|Semmelwürfel
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||St.|2.0|Eier
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||ml|200.0|Milch
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||ml|400.0|Wasser
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||g|60.0|Butter
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||Prise|1.0|Salz
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||Prise|1.0|Muskat
8.0|Serviettenknödel|"Semmelwürfel mit der Flüssigkeit vorher einweichen!

20 Minuten lang kochen."|||Prise|1.0|Petersilie
0.0|Schwammergulasch|||https://www.gutekueche.at/schwammerlgulasch-rezept-29646|||Pilze
0.0|Schwammergulasch|||https://www.gutekueche.at/schwammerlgulasch-rezept-29646|||Zwiebel
0.0|Schwammergulasch|||https://www.gutekueche.at/schwammerlgulasch-rezept-29646|||Öl
0.0|Schwammergulasch|||https://www.gutekueche.at/schwammerlgulasch-rezept-29646|||Butter
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||g|750.0|Gemischtes Faschiertes
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||St.|1.0|Zwiebel
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||St.|2.0|Knoblauch
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||TL|1.0|Oregano
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||TL|1.5|Minze
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||St.|1.0|Lorbeerblatt
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||St.|1.0|Zimtstange
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||EL|1.0|Mehl
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||ml|200.0|Rotwein
0.0|Moussaka|"Backrohr auf 180 Grad vorheizen.

Zunächst werden die Melanzani in dünne Scheiben geschnitten, gesalzen und 20 Minuten ruhig gestellt.

Melanzani 20 Minuten ins Backrohr backen.

Erdäpfel schälen und halbweich vorkochen.

Die Zwiebeln sehr klein schneiden.

Das Faschierte mit den Zwiebeln anbraten. Mehl und Gewürze dazu. Mit Rotwein aufgießen und mit den Tomaten 30 Minuten kochen. Die Sauce muss am Ende Isehr trocken sein. 

Die Erdäpfel in dünne Scheiben schneiden.

Um die Bechamelsauce zubereiten, Butter in einem Reindl schmelzen. Vom Herd nehmen und Mehl einrühren. Einige Sekunden anrösten, dann nach und nach die Milch eingießen. Muskatnuss (evtl. Parmesan) dazu. 4-5 Minuten sieden, dabei ständig umrühren. Mit Salz und Pfeffer würzen.

In einer beölten Auflaufform wie folgt aufschichten: Erdäpfel - Melanzani - Sauce - Melanzani - Bechamel

Im Backrohr 35-45 Minuten backen,  oder bis die Moussake schön goldbraun ist und blubbert."|"Die Sauce sollte sehr trocken werden!

Großer Bräter ist eher zu groß

Besser die Erdäpfel unten anordnen

Das Ei evtl. ganz weglassen."||g|400.0|Tomaten, geschält
